,Name,                HIP,Comment,                    RAh,RAm,RAs,DECsign,DECd,DEC’,DEC”,RA_degrees,DEC_degrees,V_mag,band,spectral_type,Planet,Teff,e_Teff,logg,e_logg,[Fe/H],e_feh,works,mass,e_mass
8147,BD +00 2245         ,0,G 113-22                     ,8,16,57.757,+,0,1,3.02,124.240654,0.0175056,9.69, ,G0            , ,5638,91,4.03,0.18,-1.07,0.06,5,0.842,0.054
8148,BD +00 2627         ,50005,                             ,10,12,29.8718,-,0,38,13.553,153.1244659,-0.6370981,10.25, ,G:            , ,5450,76.3,4.6,0.09,-0.41,0.09,3,0.81,0.037
8149,BD +00 2709         ,53123,                             ,10,52,2.7031,-,0,9,38.066,163.011261,-0.1605739,10.19, ,K0            , ,4800,100,4.5,0.15,-0.58,0.15,1,0.652,0.0325
8150,BD +00 3088         ,0,WASP-54                      ,13,41,49.028,-,0,7,41.01,205.4542847,-0.1280583,10.41, ,F8            ,P,6269,125.38,4.37,0.15,0,0.15,1,1.174,0.075
8151,BD +00 4470         ,0,                             ,20,17,35.101,+,0,57,30.19,304.3962402,0.9583861,10.45, ,              , ,5149,87.533,4.61,0.11,-1.53,0.13,2,0.602,0.0225
8152,BD +00 5017         ,116384,                             ,23,35,0.2772,+,1,36,19.452,353.7511597,1.6054033,9.61, ,K7            , ,4180,100,4.7,0.15,-0.1,0.15,1,0.592,0.0275
8153,BD +01 2063         ,40774,                             ,8,19,19.0513,+,1,20,19.909,124.8293762,1.3388636,8.347, ,G5V           , ,4911,85,4.51,0.11,-0.27,0.11,2,0.729,0.032
8154,BD +01 2447         ,51317,                             ,10,28,55.5513,+,0,50,27.601,157.2314453,0.8410003,9.65, ,M2V           , ,3541,70,4.9,0.09,-0.09,0.09,3,0.489,0.017
8155,BD +01 2626         ,0,                             ,11,54,9.1474,+,0,58,49.005,178.5381012,0.9802791,9.95, ,              , ,4272,100,2.15,0.15,-0.51,0.15,1,0.987,0.122
8156,BD +01 2831         ,66354,G62-52 G64-3                 ,13,36,1.7653,+,1,12,7.88,204.0073547,1.202189,10.89, ,F8            , ,5300,150,4.5,0.11,-1.27,0.16,2,0.66,0.0335
8157,BD +01 2916         ,70199,                             ,14,21,45.2617,+,0,46,59.174,215.4385834,0.7831039,9.65, ,KIIvw         , ,4295,143,0.54,0.45,-1.85,0.16,7,0.87,0.1095
8158,BD +01 3070         ,75263,                             ,15,22,40.0589,+,1,15,53.467,230.6669159,1.2648519,9.99, ,G0            , ,5204,143,3.25,0.28,-1.51,0.1,3,0.868,0.106
8159,BD +01 3439         ,0,                             ,17,28,52.9864,+,1,32,0.241,262.2207947,1.5334003,10.23, ,K0            , ,4865,100,2.64,0.15,-0.29,0.15,1,1.201,0.404
8160,BD +01 3567         ,0,                             ,18,2,58.5869,+,1,50,42.05,270.7440796,1.8450139,10.15, ,K2            , ,4665,100,2.6,0.15,-0.05,0.15,1,1.125,0.267
8161,BD +01 3597         ,88827,                             ,18,7,56.5978,+,1,52,32.702,271.9858398,1.8757505,11.09, ,sd:F5         , ,6323,114,4.11,0.19,-1.89,0.05,7,0.808,0.042
8162,BD +01 3828         ,0,                             ,18,57,19.478,+,1,20,33.35,284.3311768,1.3425972,9.51, ,G0            , ,5500,110,4.5,0.15,0,0.15,1,0.905,0.05
8163,BD +01 4042         ,96378,G 23-7                       ,19,35,43.6115,+,1,43,41.83,293.9317017,1.7282861,10.04, ,G3            , ,5400,108,4.5,0.15,-0.68,0.15,1,0.742,0.0395
8164,BD +01 4107         ,0,G 25-5                       ,20,49,20.584,+,1,55,30.37,312.3357849,1.9251028,10.12, ,G5            , ,5520,93.84,4.53,0.11,-0.46,0.11,2,0.811,0.0405
8165,BD +01 4774         ,117473,GJ 908 V* BR Psc             ,23,49,12.5251,+,2,24,4.403,357.3021851,2.4012232,8.993, ,M1.5V         , ,3613,60,4.99,0.29,-0.14,0.4,4,0.49,0.0345
8166,BD +02 0263         ,0,Spectroscopic binary         ,1,45,13.81,+,3,30,49.3,26.3075428,3.5136945,10.63, ,sd:F6         , ,5798,98.566,4.41,0.46,-2.05,0.13,2,0.719,0.0535
8167,BD +02 0348         ,0,PM I02002+1303               ,2,12,20.9874,+,3,34,32.23,33.0874481,3.5756195,10.042, ,M1.5V         , ,3480,283,4.95,0.1,-0.24,0.19,3,0.462,0.0385
8168,BD +02 1729         ,37288,                             ,7,39,23.0387,+,2,11,1.197,114.845993,2.183666,9.589, ,M0V           , ,3859,104,4.94,0.4,0.1,0.09,3,0.558,0.0235
8169,BD +02 1766         ,37798,                             ,7,45,1.1797,+,2,8,14.583,116.2549133,2.1373842,10.185, ,K5            , ,4135,100,4.67,0.15,0.1,0.15,1,0.603,0.0295
8170,BD +02 2492         ,0,                             ,11,54,42.9705,+,1,30,31.535,178.6790314,1.5087597,10.04, ,K0            , ,4935,100,3.88,0.15,-0.08,0.15,1,0.98,0.072
8171,BD +02 2541         ,60747,G 13-38                      ,12,26,59.8629,+,1,33,58.404,186.7494202,1.5662233,10.48, ,F8            , ,5252,89.284,4.6,0.11,-0.88,0.11,2,0.682,0.0265
8172,BD +02 3054         ,79117,G 16-31                      ,16,8,55.3971,+,1,51,7.332,242.2308197,1.8520367,10.16, ,K0            , ,4844,100,4.69,0.15,-0.67,0.15,1,0.642,0.03
8173,BD +02 3313         ,0,                             ,17,25,55.7946,+,2,5,27.293,261.4824829,2.0909147,9.49, ,K2            , ,4425,100,2.64,0.15,0.1,0.15,1,1.059,0.134
8174,BD +02 3317         ,0,                             ,17,26,52.7916,+,2,22,22.35,261.7199402,2.3728752,9.89, ,G5            , ,4885,100,2.47,0.15,-0.46,0.15,1,1.256,0.5035
8175,BD +02 3322         ,0,                             ,17,28,12.5758,+,2,51,50.781,262.0523987,2.8641057,10.03, ,K0            , ,4523,100,2.6,0.15,0.09,0.15,1,1.095,0.1915
8176,BD +02 3328         ,0,                             ,17,29,12.6443,+,2,42,36.241,262.3026733,2.710067,9.62, ,K             , ,4714,100,2.43,0.15,-0.41,0.15,1,1.082,0.268
8177,BD +02 3332         ,0,                             ,17,30,15.8291,+,2,18,57.933,262.5659485,2.3160925,10.37, ,K2            , ,4758,100,2.63,0.15,-0.28,0.15,1,1.08,0.246
8178,BD +02 3362         ,0,G 139-49                     ,17,36,48,+,2,50,12,264.2000122,2.8366666,11.4,B,              , ,5362,91.154,4.49,0.38,-0.85,0.11,2,0.708,0.037
8179,BD +02 3375         ,86443,                             ,17,39,45.5947,+,2,24,59.607,264.9399719,2.4165576,9.93, ,A5            , ,5983,102,4.1,0.19,-2.23,0.07,17,-1,-1
8180,BD +02 3465         ,0,                             ,18,1,59.3045,+,2,50,37.908,270.4971008,2.8438632,10.14, ,K2            , ,4503,100,2.52,0.15,-0.11,0.15,1,1.058,0.1665
8181,BD +02 3497         ,0,                             ,18,8,6.0105,+,2,37,58.785,272.0250244,2.6329958,9.04, ,K0            , ,4955,100,3.03,0.15,-0.05,0.15,1,1.271,0.3865
8182,BD +02 3505         ,0,                             ,18,9,1.7505,+,2,12,27.834,272.2572937,2.2077317,9.43, ,K0            , ,4973,100,3,0.15,-0.11,0.15,1,1.272,0.403
8183,BD +02 4651         ,115167,                             ,23,19,40.4503,+,3,22,16.685,349.9185486,3.3713014,10.19, ,F5            , ,6086,87,3.77,0.22,-1.77,0.07,8,0.843,0.101
8184,BD +03 2562         ,0,                             ,11,50,15.5527,+,2,45,36.472,177.5648041,2.7601311,9.58, ,K2            , ,4095,100,1.89,0.15,-0.71,0.15,1,0.948,0.1035
8185,BD +03 3401         ,0,                             ,17,24,40.4265,+,2,57,43.985,261.168457,2.962218,9.92, ,K0            , ,4659,100,2.57,0.15,-0.13,0.15,1,1.102,0.2465
8186,BD +03 3590         ,0,                             ,18,6,30.5829,+,3,12,42.576,271.6274414,3.2118268,9.78, ,K0III         , ,4721,100,2.55,0.15,-0.26,0.15,1,1.104,0.2715
8187,BD +03 3603         ,0,                             ,18,8,31.0533,+,3,24,22.373,272.129364,3.4062147,9.55, ,K0III         , ,5539,110.78,4.78,0.15,-0.05,0.15,1,0.909,0.05
8188,BD +03 0740         ,23344,                             ,5,1,16.6219,+,4,6,37.021,75.3192596,4.1102834,9.82, ,sd:F0         , ,6274,124,3.98,0.21,-2.69,0.12,18,-1,-1
8189,BD +03 1773B        ,0,                             ,7,43,31.486,+,3,29,0.71,115.8811951,3.4835305,11.3,B,              , ,4530,100,4.5,0.15,0,0.15,1,0.683,0.0345
8190,BD +03 2688         ,0,                             ,12,44,7.755,+,2,44,38.01,191.0323181,2.7438917,10.5, ,M0            , ,4300,100,0,0.15,-1.42,0.15,1,0.837,0.059
8191,BD +03 2782         ,65852,                             ,13,29,55.9117,+,2,45,26.777,202.4829559,2.7574379,9.72, ,KIIvw         , ,4541,60,1.54,0.21,-1.95,0.13,4,0.881,0.127
8192,BD +03 3584         ,0,                             ,18,5,23.585,+,3,24,47.31,271.3482971,3.4131417,9.94, ,              , ,4874,100,2.88,0.15,-0.03,0.15,1,1.252,0.391
8193,BD +04 0107         ,0,                             ,0,45,2.4258,+,4,49,54.723,11.260107,4.8318672,10.11, ,K0            , ,4540,100,2.35,0.15,-0.46,0.15,1,1.014,0.1645
8194,BD +04 0111         ,0,                             ,0,45,35.3448,+,5,24,0.663,11.3972702,5.4001842,9.53, ,K0            , ,4753,100,2.43,0.15,-0.41,0.15,1,1.117,0.322
8195,BD +04 0112         ,0,                             ,0,45,42.7699,+,4,50,7.448,11.4282074,4.8354025,9.96, ,K2            , ,4368,100,2.19,0.15,-0.04,0.15,1,1.106,0.2345
8196,BD +04 0114         ,0,                             ,0,46,19.5065,+,5,45,37.173,11.5812769,5.7603259,9.28, ,K0            , ,4981,100,3.77,0.15,0.05,0.15,1,1.02,0.108
8197,BD +04 0119         ,0,                             ,0,46,50.5082,+,4,57,8.136,11.7104502,4.95226,9.75, ,K0            , ,4709,100,2.43,0.15,-0.34,0.15,1,1.116,0.305
8198,BD +04 0122         ,3743,                             ,0,48,2.4546,+,5,6,12.731,12.0102272,5.1035361,8.97, ,K2            , ,4548,100,2.51,0.15,-0.32,0.15,1,1.017,0.147
8199,BD +04 0126         ,0,                             ,0,49,33.4346,+,4,55,40.996,12.3893108,4.9280543,9.25, ,G5            , ,4820,100,2.47,0.15,-0.39,0.15,1,1.217,0.4375
8200,BD +04 0132         ,0,                             ,0,52,43.2848,+,5,34,43.308,13.1803532,5.5786967,10.37, ,K2            , ,4750,100,2.68,0.15,-0.16,0.15,1,1.109,0.2615
8201,BD +04 0415         ,11983,                             ,2,34,34.5548,+,5,26,46.709,38.6439781,5.4463081,9.86, ,K3V           , ,4775,85,4.75,0.25,-0.56,0.11,2,0.65,0.0275
8202,BD +04 0701A        ,21000,                             ,4,30,12.5824,+,5,17,55.745,67.5524292,5.2988181,9.9, ,F8            , ,6200,124,4.1,0.15,-0.16,0.15,1,1.167,0.1115
8203,BD +04 0810         ,23312,                             ,5,0,48.8864,+,4,43,59.202,75.2036896,4.7331119,9.74, ,K2            , ,5043,100.86,4.54,0.15,0.19,0.15,1,0.84,0.0435
8204,BD +04 0865         ,24289,G 84-39                      ,5,12,45.2915,+,4,19,15.921,78.1887131,4.3210893,10.58, ,              , ,5000,100,4.5,0.15,-0.66,0.15,1,0.673,0.0325
8205,BD +04 0302         ,0,                             ,1,43,31.741,+,4,51,30.63,25.8822556,4.8585081,10.47, ,sdF5          , ,6095,121.9,3.71,0.15,-2.17,0.15,1,0.913,0.103
8206,BD +04 2466         ,55852,                             ,11,26,49.1903,+,3,51,51.622,171.7049713,3.8643394,10.541, ,KIIvw         , ,5041,141,1.7,0.36,-1.96,0.08,5,0.94,0.2155
8207,BD +04 2621         ,60892,                             ,12,28,44.6426,+,4,1,26.653,187.1860046,4.0240703,9.91, ,KIIvw         , ,4653,123,1.21,0.27,-2.44,0.18,4,0.909,0.168
8208,BD +04 3561A        ,87937,BARNARD STAR                 ,17,57,48.4983,+,4,41,36.245,269.4520874,4.6934013,9.54, ,M4Ve          , ,3297,169,5.13,0.09,-0.45,0.27,3,0.424,0.025
8209,BD +04 3576         ,88365,Primary of wide pair         ,18,2,38.9733,+,4,28,50.111,270.662384,4.4805865,10.66, ,K0            , ,5316,90.372,4.62,0.11,-0.86,0.2,2,0.695,0.0365
8210,BD +04 3804         ,91201,                             ,18,36,15.9383,+,4,23,53.671,279.0664062,4.398242,9.54, ,F5III         , ,5964,353,2.03,0.11,-0.03,0.19,4,1.398,0.685
8211,BD +04 4551         ,102718,                             ,20,48,50.7227,+,5,11,58.789,312.2113342,5.1996636,9.69, ,F7Vw          , ,5805,119,3.82,0.21,-1.55,0.13,5,0.839,0.078
8212,BD +05 0107         ,0,                             ,0,48,12.2584,+,6,26,6.069,12.0510769,6.435019,9.67, ,K0            , ,4543,100,2.4,0.15,-0.37,0.15,1,1.027,0.168
8213,BD +05 0593         ,0,                             ,4,8,16.7569,+,6,12,39.399,62.0698204,6.2109442,9.39, ,K0            , ,5045,100.9,2.5,0.15,-0.29,0.15,1,2.676,0.667
8214,BD +05 1668         ,0,PM I07274+0513               ,7,27,24.4997,+,5,13,32.833,111.8520813,5.2257872,9.87, ,M4V           , ,3317,100,4.89,0.15,-0.11,0.15,1,0.451,0.021
8215,BD +05 3080         ,77210,RS CVn type Spec binary      ,15,45,52.4013,+,5,2,26.569,236.468338,5.0407138,9.16, ,K2            , ,5141,76,4.29,0.21,-0.52,0.12,3,0.726,0.0395
8216,BD +05 3080 second  ,77210,Spectroscopic binary         ,15,45,52.4013,+,5,2,26.569,236.468338,5.0407138,9.16, ,K2            , ,4720,100,4.74,0.15,0.08,0.15,1,0.733,0.0385
8217,BD +05 3098         ,77739,                             ,15,52,17.2571,+,5,17,44.328,238.0718994,5.2956467,10.4, ,F9Ia          , ,4700,100,1.3,0.15,-2.71,0.15,1,-1,-1
8218,BD +05 3409         ,85665,                             ,17,30,22.7281,+,5,32,54.663,262.594696,5.5485177,9.433, ,M0.0          , ,3802,85,5.03,0.27,-0.22,0.11,2,0.519,0.022
8219,BD +05 3640         ,89215,                             ,18,12,21.8772,+,5,24,4.416,273.091156,5.401227,10.43, ,G8            , ,5060,83,4.57,0.14,-1.21,0.1,7,0.612,0.0235
8220,BD +05 3805         ,0,IC 4756 12                   ,18,35,47.4333,+,5,20,17.149,278.9476624,5.3380971,9.47, ,G8            , ,5030,100.6,2.75,0.15,-0.01,0.15,1,2.556,0.5135
8221,BD +05 3818         ,0,IC 4756 28                   ,18,36,33.2271,+,5,12,42.783,279.1384583,5.211884,8.97, ,K0            , ,4620,100,2.42,0.15,0.07,0.15,1,1.238,0.421
8222,BD +05 3829         ,0,IC 4756 38                   ,18,37,5.2168,+,5,17,31.597,279.271759,5.2921104,9.66, ,G5            , ,5075,101.5,3,0.15,0.05,0.15,1,2.076,0.4975
8223,BD +05 3850         ,0,IC 4756 69                   ,18,38,5.1621,+,5,24,33.76,279.5215149,5.4093781,9.23, ,K0            , ,5130,102.6,3,0.15,0.08,0.15,1,2.4,0.4065
8224,BD +05 4314         ,97747,                             ,19,51,49.6079,+,5,36,45.841,297.9567261,5.6127334,10.72, ,G5            , ,5046,60.552,3.02,0.07,-1.49,0.07,4,0.822,0.0365
8225,BD +05 4481         ,100279,                             ,20,20,24.5583,+,6,1,52.818,305.102356,6.0313387,10.134, ,G4            , ,5708,79.912,4.4,0.09,-0.72,0.09,3,0.792,0.0295
8226,BD +06 0422         ,13037,                             ,2,47,32.1899,+,6,41,39.973,41.8841248,6.694437,10.09, ,K0            , ,5106,86.802,4.64,0.11,-0.81,0.11,2,0.67,0.0255
8227,BD +06 0648         ,19701,                             ,4,13,13.1117,+,6,36,1.759,63.3046303,6.6004887,9.09, ,KIIvw         , ,4374,118,0.87,0.17,-2.01,0.11,9,0.884,0.131
8228,BD +06 0750 A       ,0,                             ,4,45,49.275,+,7,7,43.94,71.4553146,7.1288724,9.77, ,K0            , ,5000,100,2.91,0.15,-0.08,0.15,1,1.977,0.622
8229,BD +06 0750 B       ,0,                             ,4,45,49.275,+,7,7,43.94,71.4553146,7.1288724,10.11, ,K             , ,5051,101.02,3.44,0.15,-0.22,0.15,1,1.059,0.179
8230,BD +06 0754         ,0,                             ,4,47,48.4054,+,7,12,11.726,71.9516907,7.2032571,9.59, ,K0            , ,4736,100,2.85,0.15,-0.23,0.15,1,1.031,0.156
8231,BD +06 0755         ,0,                             ,4,48,12.6171,+,6,30,23.748,72.0525742,6.5065966,10.18, ,K2            , ,4565,100,2.7,0.15,0.05,0.15,1,1.071,0.168
8232,BD +06 0758         ,0,                             ,4,48,44.4207,+,7,0,22.74,72.1850891,7.0063167,9.84, ,K5            , ,4172,100,2.59,0.15,0.1,0.15,1,1.033,0.0865
8233,BD +06 1909         ,0,HAT-P-30 HTR365-001          ,8,15,47.9805,+,5,50,12.352,123.949913,5.8367648,10.35, ,              ,P,6243,79,4.31,0.14,0.09,0.07,4,1.217,0.053
8234,BD +06 2008         ,42491,                             ,8,39,44.6825,+,5,46,13.925,129.9361725,5.7705345,8.41, ,G9V           , ,5273,105.46,4.5,0.15,0.01,0.15,1,0.854,0.045
8235,BD +06 2063         ,43831,                             ,8,55,37.7345,+,6,9,4.995,133.9072266,6.1513877,8.98, ,M3s           , ,3550,100,0.5,0.15,-0.35,0.15,1,1.012,0.1435
8236,BD +06 2091         ,0,Primary of wide pair         ,9,2,51.274,+,6,0,27.95,135.7136536,6.0077639,9.788, ,G0            , ,5838,116.76,4.62,0.15,-0.08,0.15,1,0.982,0.0565
8237,BD +06 2932         ,71979,G66-22                       ,14,43,17.9701,+,5,49,39.771,220.8248596,5.827714,10.465, ,G6V           , ,5276,63.312,4.48,0.09,-0.87,0.07,4,0.683,0.021
8238,BD +06 2986         ,73786,                             ,15,4,53.5267,+,5,38,17.15,226.2230225,5.6380973,9.85, ,K5            , ,4174,276,4.73,0.11,-0.56,0.26,2,0.542,0.0545
8239,BD +06 3077         ,76599,                             ,15,38,39.0159,+,6,22,30.527,234.6625671,6.3751464,10.5, ,              , ,6136,122.72,4.95,0.15,-0.36,0.15,1,0.981,0.059
8240,BD +06 4665         ,102923,G 25-07                      ,20,51,6.6792,+,7,1,37.214,312.777832,7.0270042,9.83, ,K3            , ,4950,100,4.5,0.15,-0.25,0.15,1,0.74,0.039
8241,BD +06 4990         ,109890,DH Peg                       ,22,15,25.64,+,6,49,21.45,333.856842,6.8226252,9.25, ,A4            , ,7278,353,2.64,0.09,-1.1,0.09,3,3.088,0.0225
8242,BD +07 0721         ,0,                             ,4,47,53.0059,+,7,44,45.866,71.9708557,7.7460742,9.44, ,K0            , ,4747,100,2.56,0.15,-0.21,0.15,1,1.15,0.3285
8243,BD +07 0735         ,0,                             ,4,50,50.895,+,7,42,36.825,72.712059,7.7102289,9.31, ,              , ,4963,100,2.52,0.15,-0.18,0.15,1,2.55,0.5965
8244,BD +07 0736         ,0,                             ,4,50,53.9996,+,7,51,28.105,72.7249985,7.8578067,9.07, ,K0            , ,4601,100,2.41,0.15,-0.17,0.15,1,1.122,0.279
8245,BD +07 0742         ,0,                             ,4,51,20.8899,+,7,53,8.546,72.8370361,7.8857069,9.62, ,K5            , ,4233,100,2.11,0.15,-0.07,0.15,1,1.065,0.171
8246,BD +07 4841         ,110140,G 18-39                      ,22,18,36.506,+,8,26,44.949,334.6520996,8.4458189,10.372, ,G0            , ,6028,91,4.05,0.22,-1.42,0.12,6,0.808,0.059
8247,BD +08 0335         ,0,                             ,2,11,20.037,+,9,37,17.51,32.8334885,9.6215305,10.68, ,K0            , ,5100,102,4.5,0.15,-0.98,0.15,1,0.65,0.0285
8248,BD +08 0469         ,14803,G 79-10                      ,3,11,10.3233,+,9,11,46.921,47.7930145,9.1963673,11.31, ,              , ,4600,100,4.5,0.15,0.1,0.15,1,0.714,0.038
8249,BD +08 2856         ,70381,                             ,14,23,58.1675,+,8,1,33.325,215.9923706,8.0259237,9.96, ,KIIvw         , ,4543,60,0.83,0.11,-2.06,0.07,4,-1,-1
8250,BD +08 3095         ,77637,G 16-13                      ,15,50,58.9349,+,8,25,23.755,237.7455597,8.4232655,9.98, ,G0            , ,5670,87,4.04,0.15,-0.82,0.07,7,0.86,0.0535
8251,BD +08 4223         ,0,                             ,19,48,13.4361,+,8,50,28.832,297.0559692,8.841342,10.1, ,K2            , ,4594,100,3,0.15,0.01,0.15,1,1.034,0.1115
8252,BD +08 4232         ,0,                             ,19,50,34.702,+,8,53,1.16,297.6445923,8.8836555,9.85, ,              , ,4588,100,2.74,0.15,0.1,0.15,1,1.089,0.183
8253,BD +08 4256         ,0,                             ,19,53,40.2079,+,9,16,39.694,298.4175415,9.2776928,9.83, ,K0            , ,4925,100,2.92,0.15,-0.1,0.15,1,1.249,0.394
8254,BD +08 4887         ,0,                             ,22,33,2.2263,+,9,22,40.718,338.2592468,9.3779774,10.373, ,M1.0          , ,3630,85,4.98,0.12,-0.21,0.11,2,0.49,0.0195
8255,BD +09 0352         ,12529,                             ,2,41,13.6396,+,9,46,12.1,40.3068314,9.7700272,10.17, ,F2            , ,6055,175,4.32,0.13,-2.05,0.15,3,0.761,0.034
8256,BD +09 0409         ,14792,                             ,3,11,1.0984,+,9,59,22.76,47.7545776,9.9896555,9.66, ,G0            , ,5799,115.98,4.12,0.15,-0.44,0.15,1,0.916,0.0745
8257,BD +09 1617         ,35519,                             ,7,19,53.7221,+,9,13,42.783,109.9738388,9.22855,9.24, ,K0            , ,5182,88.094,4.47,0.16,0.2,0.11,2,0.88,0.039
8258,BD +09 1627A        ,35750,                             ,7,22,26.7147,+,8,54,7.235,110.6113129,8.902009,9.348, ,K2V           , ,4990,85,4.43,0.11,0.04,0.11,2,0.801,0.0345
8259,BD +09 2190         ,46516,                             ,9,29,15.5626,+,8,38,0.476,142.3148499,8.6334658,11.14, ,A0            , ,6310,168,3.99,0.39,-2.75,0.15,8,-1,-1
8260,BD +09 2242         ,48146,                             ,9,48,53.1629,+,8,58,27.507,147.2215118,8.9743071,9.59, ,G0            , ,6274,106.658,4.65,0.11,-0.01,0.11,2,1.144,0.0515
8261,BD +09 2384         ,0,                             ,10,40,25.21,+,8,54,3.95,160.1050415,8.9010973,9.85, ,G5            , ,5200,104,3,0.15,-0.71,0.15,1,1.195,0.343
8262,BD +09 2636         ,61094,                             ,12,31,15.8012,+,8,48,38.189,187.8158264,8.8106079,9.664, ,M0V           , ,3813,77,4.96,0.38,-0.16,0.17,3,0.521,0.0245
8263,BD +09 2870         ,69746,                             ,14,16,29.9449,+,8,27,52.957,214.1247711,8.4647102,9.45, ,KIIvw         , ,4603,50,1.35,0.13,-2.37,0.05,6,-1,-1
8264,BD +09 2879         ,70152,                             ,14,21,14.3773,+,8,58,15.798,215.3099213,8.971055,10.61, ,K0            , ,4800,100,5,0.15,-0.05,0.15,1,0.73,0.037
8265,BD +09 3063         ,0,                             ,15,29,42,+,9,32,0,232.4250031,9.5333338,9.95, ,              , ,4755,100,1.5,0.15,-0.6,0.15,1,2.612,0.894
8266,BD +09 3223         ,81078,                             ,16,33,35.5809,+,9,6,16.307,248.3982544,9.1045303,9.25, ,              , ,5262,102,1.74,0.29,-2.31,0.09,4,-1,-1
8267,BD +10 0125         ,0,EPIC 220709978               ,1,5,50.9465,+,11,45,12.341,16.4622784,11.7534285,9.54, ,G0            ,P,6007,120.14,4.37,0.15,-0.3,0.15,1,0.983,0.067
8268,BD +10 1032         ,29316,G 102-53                     ,6,10,54.8013,+,10,19,5.038,92.7283325,10.3180656,10.43, ,M3            , ,4400,100,4.9,0.15,-0.11,0.15,1,0.632,0.0315
8269,BD +10 1799         ,41378,                             ,8,26,27.8491,+,10,4,49.335,126.6160431,10.0803709,8.92, ,F8            ,P,6199,123.98,4.13,0.15,-0.11,0.15,1,1.168,0.1065
8270,BD +10 2321         ,56930,Primary of wide pair         ,11,40,16.6228,+,9,30,43.502,175.0692749,9.512084,9.65, ,K0            , ,5025,100.5,4.61,0.15,-0.12,0.15,1,0.772,0.04
8271,BD +10 2495         ,63385,                             ,12,59,19.9312,+,9,14,35.644,194.8330383,9.2432346,9.69, ,G0            , ,4844,87,1.85,0.28,-2.14,0.1,6,0.902,0.1595
8272,BD +10 3711         ,0,G 141-47                     ,18,53,16.535,+,10,37,26.11,283.3188782,10.6239195,10.5, ,F8            , ,6042,102.714,4.51,0.11,-1.23,0.11,2,0.793,0.0385
8273,BD +11 0468         ,15904,G 005-035                    ,3,24,50.3615,+,12,15,23.69,51.2098389,12.2565804,10.76, ,G0            , ,5538,147,4.58,0.09,-1.55,0.15,3,0.671,0.031
8274,BD +11 2052 B       ,46634,                             ,9,30,34.9952,+,10,35,59.841,142.645813,10.5999556,8.76, ,G5            , ,5140,102.8,4.44,0.15,-0.01,0.15,1,0.823,0.0425
8275,BD +11 2369         ,0,G57-07                       ,11,32,34.124,+,10,54,11.29,173.1421814,10.9031353,10.13, ,G0V           , ,5676,113.52,4.25,0.15,-0.47,0.15,1,0.865,0.0535
8276,BD +11 2576         ,65859,                             ,13,29,59.7856,+,10,22,37.784,202.499115,10.377162,9.029, ,M1V           , ,3710,70,4.94,0.19,-0.21,0.13,3,0.501,0.02
8277,BD +11 2998         ,80822,                             ,16,30,16.7824,+,10,59,51.741,247.5699158,10.9977064,9.07, ,F8            , ,5421,54.21,2.39,0.3,-1.17,0.15,6,2.688,0.6185
8278,BD +11 4381         ,102593,DX Del                       ,20,47,28.3558,+,12,27,50.691,311.8681641,12.4640808,9.52, ,A7IIIv        , ,6454,157,2.73,0.09,-0.14,0.09,3,2.922,0.0415
8279,BD +11 4571         ,106074,G 126-2                      ,21,29,7.039,+,12,10,58.808,322.2793274,12.1830025,11.18, ,K3            , ,4500,100,4.5,0.15,-1.42,0.15,1,0.521,0.022
8280,BD +11 4725         ,109067,Spectroscopic binary         ,22,5,40.7029,+,12,22,36.068,331.4196167,12.3766861,9.548, ,G3            , ,5416,54.16,4.6,0.11,-0.82,0.05,6,0.72,0.0245
8281,BD +12 0168 A       ,6431,Primary of wide pair         ,1,22,36.559,+,12,45,3.5,20.6523304,12.7509718,9.457, ,              , ,4858,100,4.57,0.15,0.1,0.15,1,0.773,0.041
8282,BD +12 0853         ,26676,Spectroscopic binary         ,5,40,9.7336,+,12,10,41.171,85.0405502,12.1781034,10.22, ,              , ,5303,53.03,4.56,0.07,-1.15,0.06,5,0.652,0.019
8283,BD +12 2167         ,50072,Pulsating star Spec binary   ,10,13,23.874,+,12,8,45.744,153.349472,12.14604,9.345, ,K0            , ,4615,100,3.08,0.15,-0.33,0.15,1,0.975,0.081
8284,BD +12 2201         ,50802,Primary of wide pair         ,10,22,20.4882,+,12,8,45.256,155.5853729,12.1459045,10.36, ,K8            , ,4486,85,4.6,0.11,-0.12,0.11,2,0.66,0.0275
8285,BD +12 2398         ,58171,                             ,11,55,48.9773,+,11,15,13.053,178.9540863,11.2536259,9.17, ,G5            , ,5683,113.66,4.45,0.15,0.08,0.15,1,0.976,0.06
8286,BD +12 2547         ,63758,                             ,13,4,6.5905,+,11,26,15.832,196.0274658,11.4377308,9.92, ,              , ,4583,70,1.44,0.11,-1.97,0.09,3,0.885,0.133
8287,BD +12 2576         ,64706,                             ,13,15,43.314,+,11,53,47.811,198.930481,11.8966141,9.299, ,K0            , ,4988,85,4.43,0.11,-0.12,0.11,2,0.771,0.0315
8288,BD +12 4499         ,103256,                             ,20,55,6.8608,+,13,10,36.307,313.7785645,13.1767521,8.81, ,K3V           , ,4678,100,4.7,0.15,0,0.15,1,0.712,0.0365
8289,BD +13 0013         ,999,Spectroscopy binary          ,0,12,30.3119,+,14,33,48.682,3.1262996,14.5635233,8.59, ,K0            , ,5060,161,3.47,0.66,-0.49,0.19,3,0.978,0.2025
